"repo","time_since_last_push","stars_count","forks_count"
"fzahari/parfit",181162637,9,6
"gabbyvaillant/BNL_Exercises",21179027,0,0
"gabefair/ChisslR",112130910,1,0
"gabriel-milan/ansible-singularity-role",53216354,0,0
"GailGithub/GAIL_Dev",41750291,23,20
"gallogiulia/planets",188164646,0,0
"gangliao/Parallel-Computing-BootCamp",267080900,23,9
"gauravsdeshmukh/HYPRE-Solver-for-L-Domain",129993022,0,0
"gautumsvp7/EnergyGenerationDataset",71311336,0,0
"gavalian/groot",4596090,74,42
"gcy-pnp/argonne-decay",89953466,0,0
"genasis/genasis_basics",26019113,12,1
"genericmappingtools/gmt",153366,732,290
"GENIE-MC/Generator",355952,36,80
"geodynamics/sw4",155438,103,58
"geopm/geopm-slurm",15979833,3,3
"georghildebrand/singularity_overview",194515290,1,0
"GEOS-DEV/cxx-utilities",95270992,0,0
"GEOS-DEV/GEOS",145671,154,62
"GEOS-DEV/GEOSXDATA",2412898,0,1
"GEOS-DEV/GEOSX_PTP",68473620,0,1
"GEOS-DEV/hdf5_interface",4489501,0,1
"GEOS-DEV/integratedTests",323945,0,0
"GEOS-DEV/LvArray",288224,41,8
"GEOS-DEV/PAMELA",38263932,4,2
"GEOS-DEV/PVTPackage",7311680,2,1
"GEOS-DEV/Schedulers.jl",42857775,0,0
"GEOS-DEV/thirdPartyLibs",573980,3,10
"geosx/geosx",95822,154,62
"GEOSX/LvArray",288224,41,8
"GerardoDiana/LLNL-WiDS-Datathon-2022",29018695,0,0
"gerleojerry/Distillator-fault-detection-with-pytorch-",36036795,0,0
"getpelican/pelican-themes",4310823,2083,1104
"gfairchild/yelpapi",3935064,131,45
"gflofst/d2t",222896453,1,0
"gflofst/smartblock",186596986,2,0
"giadarol/warp",116895010,0,1
"GITenberg/The-Oak-Ridge-ALGOL-Compiler-for-the-Control-Data-Corporation-1604-Preliminary-Programmer-s-M__50468",150048925,0,0
"github/git-sizer",7013067,3000,126
"glennklockwood/gpcnet",85838291,0,0
"glevava/cmor",133093568,0,0
"glitterboye/LANL-CSD-Presentation",52275124,1,0
"globus/globus-tool-examples",54505376,1,1
"glvis/glvis-js",26006495,12,0
"glvis/pyglvis",5869558,10,1
"glycerine/fastbit",210292607,1,0
"gmachiraju/lbnl",241621893,0,0
"gmagnotti/argonne",182896829,0,0
"gnunn-gitops/standards",21419801,90,15
"gocompetition/c3datautilities",156569,4,2
"gocompetition/evaluation",104955252,8,11
"gocompetition/worstcase",128890874,0,1
"goluckyryan/realtimereading",22125793,1,4
"goma/goma",862010,96,52
"Gombessa1938/llnl_summer",26948111,0,0
"goxberry/desmond",326227525,0,18
"gprt-org/gprt",942346,14,3
"gptune/GPTune",1259290,48,12
"grafana/grafana-starter-panel",13958716,64,37
"grafana/piechart-panel",13910922,149,105
"graphcore/examples",622742,287,77
"GreenBuildingXML/TestCaseDevelopment_PNNL_2014",130702994,0,0
"GreenBuildingXML/TestCaseValidator_PNNL",227646242,1,2
"gregelin/ELitED-Apps-For-Energy-Challenge",296781208,0,0
"GRETINA-LBNL/BasisProduction",167784116,0,0
"GRETINA-LBNL/DecompViewer",151803285,0,0
"GRETINA-LBNL/gretina-screwUpSim",171738099,0,0
"GRETINA-LBNL/gretina-unpack",3640534,1,2
"GRETINA-LBNL/Rm134Fill",118781714,0,0
"greylord1996/map",3979339,3,0
"greymd/NASA-HTTP",49836905,0,0
"GRIDAPPSD/.github",4929229,0,0
"GRIDAPPSD/blazegraph",182726662,0,0
"GRIDAPPSD/Bootstrap",96500857,0,3
"GRIDAPPSD/CIMHub",2419793,11,7
"GRIDAPPSD/database",159144605,0,0
"GRIDAPPSD/DB-Analysis",202597612,0,0
"GRIDAPPSD/distributed-energy-coordinator",5086442,1,1
"GRIDAPPSD/distributed_dsse",33860740,0,1
"GRIDAPPSD/docker-alpine-bash",192983253,0,0
"GRIDAPPSD/docker-blazegraph",184125076,0,0
"GRIDAPPSD/fncs",163551747,0,0
"GRIDAPPSD/github-release-api",231914124,0,0
"GRIDAPPSD/GOSS-GridAPPS-D",2078214,12,26
"GRIDAPPSD/gridapppsd-protobufs",96121360,0,0
"GRIDAPPSD/GridAPPS-D",210116113,1,0
"GRIDAPPSD/gridappsd-alarms",62270042,0,0
"GRIDAPPSD/gridappsd-cim-interop",39565653,1,0
"GRIDAPPSD/gridappsd-cim-lab",11389355,0,2
"GRIDAPPSD/gridappsd-cpp",140991668,0,0
"GRIDAPPSD/gridappsd-data",2078206,0,2
"GRIDAPPSD/gridappsd-dgss-app",3177030,0,0
"GRIDAPPSD/gridappsd-distributed-static-ybus-service",1464664,0,0
"GRIDAPPSD/gridappsd-dnp3",64797731,0,4
"GRIDAPPSD/gridappsd-dnp3-master",3274908,0,0
"GRIDAPPSD/gridappsd-docker",2078202,9,11
"GRIDAPPSD/gridappsd-docker-build",2078208,0,3
"GRIDAPPSD/gridappsd-docs",15183378,0,8
"GRIDAPPSD/gridappsd-fncs-bridge-service",164827969,0,0
"GRIDAPPSD/gridappsd-forum",15194723,4,0
"GRIDAPPSD/gridappsd-gridlabd-vvo",140991028,0,0
"GRIDAPPSD/gridappsd-hackathon",63312400,1,3
"GRIDAPPSD/gridappsd-proven-client",140990991,0,0
"GRIDAPPSD/gridappsd-python",843718,3,4
"GRIDAPPSD/gridappsd-pyvvo",140993020,0,2
"GRIDAPPSD/gridappsd-sample-app",2078211,3,10
"GRIDAPPSD/gridappsd-sample-app-java",85605130,0,0
"GRIDAPPSD/gridappsd-sample-distributed-app",2058236,0,0
"GRIDAPPSD/gridappsd-sensor-simulator",2078205,0,4
"GRIDAPPSD/gridappsd-soap-server",1351629,1,0
"GRIDAPPSD/gridappsd-state-estimator",7600427,1,5
"GRIDAPPSD/gridappsd-state-plotter",9743971,0,1
"GRIDAPPSD/gridappsd-testing",1273711,0,6
"GRIDAPPSD/gridappsd-toolbox",21771048,0,0
"GRIDAPPSD/gridappsd-training",40752060,1,1
"GRIDAPPSD/gridappsd-viz",2078212,5,5
"GRIDAPPSD/gridappsd-voltage-violation",62270467,0,0
"GRIDAPPSD/gridlab-d",140990223,1,0
"GRIDAPPSD/json",163734563,0,0
"GRIDAPPSD/model-validator",45701093,0,0
"GRIDAPPSD/osgi.enroute",202189383,0,0
"GRIDAPPSD/Powergrid-Models",2676921,26,23
"GRIDAPPSD/proven-client",140991429,0,0
"GRIDAPPSD/proven-cluster",140991408,0,0
"GRIDAPPSD/proven-docker",2078210,0,1
"GRIDAPPSD/proven-message",140992309,0,0
"GRIDAPPSD/pyvvo",54593202,4,8
"GRIDAPPSD/rtd",178143477,0,0
"GRIDAPPSD/SuiteSparse",114722491,0,0
"GRIDAPPSD/suitesparse-metis-for-windows",170927982,0,0
"GRIDAPPSD/test-api-release",140045022,0,0
"GRIDAPPSD/test_repo",204491595,0,4
"GRIDAPPSD/topology-processor",2595223,0,2
"GRIDAPPSD/trigger-travis",136422412,0,0
"GRIDAPPSD/volttron",137292608,1,0
"GRIDAPPSD/VoltVar",208894762,0,0
"gridlab-d/gridlab-d",1462221,116,101
"gridprotectionalliance/openeca",2982122,13,5
"grinberglab/high-res-3d-tau",3275096,1,1
"gristlabs/mkdocs-windmill",18177757,95,60
"grondo/lua-hostlist",133525892,0,1
"grondo/slurm-spank-plugins",95190921,20,13
"GSA/GSA-Acquisition-DEAR",31534312,1,0
"gt-crnch-rg/riscv-tutorial-dac-21",46380794,3,2
"GuannanXie/auau200GeVRun14Ana",179787565,0,1
"GuannanXie/sPHENIX_FastSimu",196720093,0,1
"gulakhshan/Model-High-Resolution-Spectrometer-Acceptance",55116276,0,0
"gustavorayos/CSCNSI---Ceph-Object-Storage",156720304,0,0
"gustavorayos/Senior-Project---Ceph",86043446,0,0
"gyankos/DGSOL",129303460,1,0
"gzakhar/backend-dubseq-lbl-gov",61220944,0,2
"gzakhar/frontend-dubseq-lbl-gov",78784179,0,1
"h2oai/h2o4gpu",67463821,445,104
"h5bp/html5-boilerplate",142796,54883,12312
"hackingmaterials/matminer",293786,390,181
"hackingmaterials/pv-vision",6219796,22,5
"haiwangyu/nue-cc",56912767,0,0
"haiwangyu/pytorch-unet",81902685,0,0
"haridas-das/argonne-lcf-ai-science-training-series",20087953,0,0
"hariharan-devarajan/dlio_benchmark",18420146,21,4
"HarleyHanes/PNNL_IMSM2019",124771562,0,0
"harr1582/Vehicle_Emission_Data_Cleaned",64683943,1,0
"hatchet/hatchet",533038,91,33
"haykh/entity",658589,9,0
"hbrunie/pyflot",86036976,4,2
"hdfgroup/hcl",67139970,5,2
"HDFGroup/hdf5",175655,372,192
"HDilrukshi/PNNL",167530138,0,0
"helm/charts",43385362,15515,17175
"helm/helm",90020,24588,6720
"henson-insitu/henson",3714732,3,6
"hepdata/hepdata-validator",93927,3,6
"hepnos/HEPnOS",7954307,0,0
"hepnos/HEPnOS-Autotuning",14701322,0,0
"hepnos/HEPnOS-Dataloader",34129264,0,0
"hepnos/HEPnOS-HDF2HEPnOS",75175795,0,0
"hepnos/HEPnOS-ICARUS-Benchmark",29226922,0,0
"hepnos/HEPnOS-NOvA-Classes",75175772,0,0
"hepnos/HEPnOS-PEP-Benchmark",41155027,0,0
"hepnos/HEPnOS-Wizard",23185906,0,0
"HewlettPackard/LLNL-AMG",58438027,0,3
"hexrd/hexrd",163062,45,23
"hguo/ftk",1068193,17,7
"hguo/lavalse",162344927,0,0
"him-28/papyrus",162592152,0,0
"hispod/hispod",220483593,0,1
"hobbesosr/kitten",4294331,46,19
"hodgelab/powersimulationnode",1825039,0,0
"homebrew/homebrew-core",88844,12587,11616
"horovod/horovod",169028,13406,2198
"hpc/charliecloud",150992,282,55
"hpc/hxhim",42671789,4,2
"hpc/ior",1797984,299,139
"hpc/kraken",11440876,55,15
"hpc/libhio",66707394,22,13
"hpc/spindle",17757149,84,22
"hpc/zfs",91110,1,0
"hpc-io/h5bench",129999,25,20
"hpc-io/pdc",674060,8,10
"hpc-io/vol-external-passthrough",3893646,0,5
"hpc4cmb/toast",161808,33,33
"hpcg-benchmark/hpcg",273253,237,98
"hpcng/community-charter",57006434,0,2
"hpcng/golang-x-crypto",58327318,0,2
"hpcng/hpcng.org",4447903,1,2
"hpcng/image-tools",149893214,0,2
"hpcng/nomad-driver-singularity",8542373,23,8
"hpcng/singularity-mpi",106251968,8,5
"hpcng/singularity-test-containers",88904106,2,1
"hpcng/singularity-web",32851219,0,4
"hpcng/singularity-web-lbl",32645481,0,1
"hpcng/syvalidate",111899258,2,2
"hpcng/warewulf",152157,151,50
"hpcng/warewulf-logos",29336272,1,0
"hpcng/warewulf-node-images",4533813,3,5
"hpcng/warewulf-web",806173,0,2
"hpcng/warewulf-web-old",24499592,2,12
"hszumila/field17",138137431,0,3
"hugary1995/eel",2155020,4,1
"HugeCoderGuy/LLNL_TargetLRU",10711573,0,0
"hurwitzlab/singularity-bbtools",161633531,0,0
"huyle333/LLNL",188662030,0,0
"hydrotian/PNNL-ScienceSocial",75161589,0,0
"hyma68/CAPT",96491629,0,0
"hyperledger/iroha",97242,387,256
"hypre-space/hypre",156243,515,145
"hyunseobsong/history",79464117,0,0
"iainaff/Sisal",104112609,2,0
"IanLee1521/1234-05-06-LLNL-Sample",181002482,0,0
"IanLee1521/hypre",236719383,0,48
"ibarraespinosa/openmpf",105221258,0,0
"ibpsa/project1",25593217,47,41
"ibpsa/project1-boptest",188067,67,49
"Iceegan/te30_modified",93406829,0,2
"icl-utk-edu/papi",88940,6,8
"icl-utk-edu/slate",142581,13,7
"icldisco/parsec",589258,31,12
"idaes/idaes-pse",177794,149,188
"idaholab/blackbear",123916,17,39
"idaholab/deep-lynx",175457,30,11
"idaholab/diamond",27987837,25,9
"idaholab/falcon",125368,27,42
"idaholab/granularflowmodels",64281314,16,6
"idaholab/heron",92129,19,28
"idaholab/liggghts-inl",1988323,26,16
"idaholab/magpie",124792,8,22
"idaholab/malcolm",99730,241,34
"idaholab/mastodon",118488,35,48
"idaholab/moose",88529,1249,919
"idaholab/pika",15387369,15,24
"idaholab/raven",90162,187,111
"idaholab/virtual_test_bed",915812,39,49
"idaholabresearch/cocuni",66876078,0,0
"idaholabresearch/dreem",159763175,2,0
"idaholabresearch/lisa",62816893,1,0
"ido/cobalt",178275500,7,2
"igorracca/energyConsumption-Forecast",70005180,1,0
"illuhad/hipSYCL",177749,744,126
"illWill2Survive/Fuel-OD",287226749,0,2
"iml-wg/hepml-livingreview",170072,254,79
"immm-sfa/cerf",3862363,13,7
"immm-sfa/im3components",22556620,1,0
"immm-sfa/mosartwmpy",12347918,12,4
"immm-sfa/starfit",22727476,9,0
"immm-sfa/tell",7607684,15,8
"immm-sfa/turner_voisin_nelson_2022_scientific_data",34467688,2,0
"immm-sfa/yoon-etal_2021_natsustain",8035626,1,1
"impact-lbl/impact-t",3285604,12,13
"impact-lbl/impact-z",11473043,17,14
"insarlab/mintpy",143714,450,223
"Insomnia1437/msi",98286818,0,0
"intel/basekit-code-samples",13978814,55,26
"intel/llvm",87375,957,567
"intrepid/gupc",96771782,5,0
"ipab-slmc/optpp",141722003,1,0
"ipython/ipython",190111,15862,4440
"ironsummitmedia/startbootstrap",86215284,7183,2735
"IsaacDore/CL_Example",70761619,0,0
"isayev/ase_ani",80775671,200,58
"isce-framework/isce2",756464,397,229
"isiscomputinggroup/epics-attocubeanc350",103575051,0,0
"isiscomputinggroup/epics-lakeshore372",2746780,0,0
"isulta/itk",30581851,1,0
"itamblyn/LLNL-DFTB",336452392,1,0
"itpplasma/gorilla",926899,4,5
"ivanjut/hipIES-lbl",158992011,0,0
"ivankp/tilelvreqs_argonne_slides",239181299,0,0
"IVincentNV/opensource.llnl.gov",2442537,0,0
"izzy-z/LANL-Seismic-Data-Exploration",79116341,1,0
"j-s-yang/pnnl_workshop",187469108,0,0
"j053magana/PNNLtest",242172821,0,0
"JackieLee23/KNN-Tutorial",14206345,2,0
"JackieLee23/SULI-2022",28499650,0,0
"JackOgaja/atpesc_",155005618,0,0
"JacobBRodriguez/LBNL",135632638,0,0
"JacobBRodriguez/Skyspark_API_Client",135219414,0,1
"JacobBRodriguez/Skyspark_Pipeline",135219451,0,2
"jacobwilliams/MINPACK-2",44679187,0,0
"jadenkeener/chirpRX",5427376,0,0
"Jaime9000/N-Body-Parallel",104213310,1,0
"jainmilan/GraphChallengePNNL-SpDNN",615519,1,1
"jainmilan/transbeam",68007606,1,1
"jaisimhamanipatruni/Los-Alamos-National-Laboratory-Eartquake-Prediction",137820730,1,0
"JamesJieranShen/dunetpc",14124879,0,1
"jarons/dendragapus",193600997,0,0
"Jayners00/Ricksplanets",156119769,0,0
"jbei/art",8032814,40,18
"jbforien/phasect",55884279,3,0
"jburz2001/ornl-qmc",40993475,0,0
"jchung738/NumeraiPaper",77999427,0,0
"JCP-Robotics/ArgonneCar",134276473,0,0
"jdh33/pnnl-netcdf4-assignment",147178859,0,0
"jdnapier/a-generalist-specialist-tradeoff-between-switchgrass-cytotypes-impacts-climate-adaptation-and-geogra",44319171,0,0
"jdomyancich/argonne-data-science",781118,0,1
"JeanBilheux/jeanbilheux_pages_ornl_gov_with_hugo",137025583,0,0
"JeanBilheux/neutronimaging_pages_ornl_gov_with_hugo",37058362,0,0
"JeanBilheux/neutronimaging_pages_ornl_gov_with_hugo_sandbox",173149908,0,0
"JeanBilheux/neutronimaging_pages_ornl_gov_with_hugo_template",174861734,0,0
"JeanBilheux/neutronimaging_pages_ornl_gov_with_sphinx",174861568,0,0
"JeanBilheux/neutronimaging_publications_pages_ornl_gov_with_hugo",167709275,0,0
"JeffersonLab/2018_np_whitepaper",115501296,1,0
"JeffersonLab/aao_gen",45598481,0,8
"JeffersonLab/ac-analysis-workshop-2018",159230558,0,0
"JeffersonLab/acc-raytraceCorrelation",164845075,0,0
"JeffersonLab/Afecs-4.0",17535261,0,0
"JeffersonLab/AI4RID",41485272,0,0
"JeffersonLab/AIdapt",87096057,0,0
"JeffersonLab/AI_SRF_operations",23336138,3,2
"JeffersonLab/AI_SRF_Operations_fe_daq",14613083,0,0
"JeffersonLab/AI_SRF_Operation_fedl",22021423,0,0
"JeffersonLab/alarm-state-processor",67995388,0,0
"JeffersonLab/alarms",30915603,0,0
"JeffersonLab/alarms-filter",73279912,0,0
"JeffersonLab/anaGrape",5437691,0,0
"JeffersonLab/analyzer",2758990,7,48
"JeffersonLab/archiver-request",10835559,0,0
"JeffersonLab/archlinux-readonly",216854053,1,0
"JeffersonLab/ARIEL",56567810,1,2
"JeffersonLab/axis",78150871,0,0
"JeffersonLab/b1_rates",289953723,0,0
"JeffersonLab/bam",1308674,1,0
"JeffersonLab/bbCommOptics",18911672,0,1
"JeffersonLab/bCNU",767798,0,2
"JeffersonLab/bdx-mutest",201767131,0,0
"JeffersonLab/BDXEventGenerator",134651980,0,0
"JeffersonLab/BDXminiCalibScripts",103100955,0,0
"JeffersonLab/bdxReco",37516578,0,4
"JeffersonLab/BiasVariance",144314024,0,0
"JeffersonLab/BigTMD",98988172,1,3
"JeffersonLab/bokeh-plot-lhapdf",138668356,0,0
"JeffersonLab/bootstrap_hdanalysis",194328953,0,0
"JeffersonLab/bootstrap_logbooks",128492927,0,0
"JeffersonLab/btm",785736,0,0
"JeffersonLab/BubbleEx",283783734,1,4
"JeffersonLab/build_scripts",17345402,3,2
"JeffersonLab/bump-hunter",112488270,0,3
"JeffersonLab/caen1720",16479280,2,0
"JeffersonLab/caen1725",13473404,2,0
"JeffersonLab/calendar",2174930,1,0
"JeffersonLab/caos",8229813,0,0
"JeffersonLab/ccdb",17924504,8,11
"JeffersonLab/ccdb-rcdb-java",32986539,0,0
"JeffersonLab/cclog",208818789,0,0
"JeffersonLab/CDet_HVS",203373284,0,2
"JeffersonLab/CDet_scint_decode",202771303,0,2
"JeffersonLab/cebaf-graph-db",593066,0,0
"JeffersonLab/ced2graph",790138,1,0
"JeffersonLab/ceddb",148511257,0,0
"JeffersonLab/ceInstall",789718,4,8
"JeffersonLab/CERMon",28152726,1,0
"JeffersonLab/cg-dwf",210901753,1,0
"JeffersonLab/chroma",901520,53,44
"JeffersonLab/chroma_utils",191986854,0,2
"JeffersonLab/Clara-bootstrap",215389492,0,0
"JeffersonLab/clara-cpp",31103607,0,1
"JeffersonLab/clara-dc-engine",177537196,0,0
"JeffersonLab/clara-demo",53296658,0,1
"JeffersonLab/clara-docs",35093373,0,0
"JeffersonLab/clara-java",879048,1,3
"JeffersonLab/clara-python",138587455,0,0
"JeffersonLab/clara-rest",208302589,0,0
"JeffersonLab/clara-tests",69807263,0,0
"JeffersonLab/claraol-ui",225988643,0,0
"JeffersonLab/clas-geometry",289346504,0,0
"JeffersonLab/clas-io",289346821,0,0
"JeffersonLab/clas12-analysis",59521211,1,3
"JeffersonLab/clas12-beamspot",28578039,1,0
"JeffersonLab/clas12-ccdb",254615724,0,0
"JeffersonLab/clas12-clon",97015671,0,2
"JeffersonLab/clas12-cmag",24868754,0,1
"JeffersonLab/clas12-coda",107383291,0,2
"JeffersonLab/clas12-css",240973282,0,0
"JeffersonLab/clas12-efficiency",22031154,0,1
"JeffersonLab/clas12-epics",3991516,5,8
"JeffersonLab/clas12-field-mapping",67367469,0,1
"JeffersonLab/clas12-manuals",8464254,0,5
"JeffersonLab/clas12-mcgen",1273748,2,5
"JeffersonLab/clas12-offline-software",4337062,10,73
"JeffersonLab/clas12-online",125293257,1,0
"JeffersonLab/clas12-parms",125293544,0,0
"JeffersonLab/clas12-swif",170023212,0,0
"JeffersonLab/clas12-tdr07",230503604,0,1
"JeffersonLab/clas12-timeline",350430,0,7
"JeffersonLab/clas12-trigger",32648098,0,0
"JeffersonLab/clas12-utilities",1036498,0,3
"JeffersonLab/clas12-validation",152688299,0,1
"JeffersonLab/clas12alignment",5612369,2,3
"JeffersonLab/clas12calibration-cnd",97047202,0,4
"JeffersonLab/clas12calibration-dc",41269707,0,6
"JeffersonLab/clas12calibration-ecal",67642174,0,1
"JeffersonLab/clas12calibration-ft",23423757,1,5
"JeffersonLab/clas12calibration-htcc",416277,0,1
"JeffersonLab/clas12calibration-ltcc",949296,0,1
"JeffersonLab/clas12calibration-rf",51145845,0,0
"JeffersonLab/clas12calibration-rich",50597837,0,3
"JeffersonLab/clas12calibration-svt",182209121,0,0
"JeffersonLab/clas12calibration-tof",12763565,2,5
"JeffersonLab/clas12dc",129416888,0,1
"JeffersonLab/clas12Nim",86761024,0,12
"JeffersonLab/clas12polarizedtargets",80439093,0,1
"JeffersonLab/clas12root",10571059,2,9
"JeffersonLab/clas12soft",97545770,0,1
"JeffersonLab/clas12_geometry",249876586,0,0
"JeffersonLab/clas12_monitoring",23302531,0,8
"JeffersonLab/clasclara-engine",177459910,0,2
"JeffersonLab/clasdis",61379655,0,3
"JeffersonLab/clasdoc-g12-procedures",200892789,1,1
"JeffersonLab/claspyth",72141609,0,1
"JeffersonLab/clasqaDB",3792109,0,2
"JeffersonLab/clasrec-io",35415698,1,1
"JeffersonLab/clasrec-orchestrators",193857112,0,0
"JeffersonLab/cMb",84655127,0,0
"JeffersonLab/cMsg",42518077,0,0
"JeffersonLab/cnm",14599224,0,0
"JeffersonLab/coat-java",210721724,0,0
"JeffersonLab/coatjava",247694,0,0
"JeffersonLab/coda_scripts",33796338,1,1
"JeffersonLab/comptonfit",157261069,0,0
"JeffersonLab/cool",168822411,0,0
"JeffersonLab/cpp_wilson_dslash",54783405,1,3
"JeffersonLab/crex-optics-replay",81393420,0,1
"JeffersonLab/CT12GeV",101263928,0,3
"JeffersonLab/cvmfs-singularity-sync",38520250,0,0
"JeffersonLab/d2n_analyzer",243717776,0,0
"JeffersonLab/d2n_bigbite",226874160,0,0
"JeffersonLab/dataDecode",42586207,1,2
"JeffersonLab/data_monitoring",14669513,0,0
"JeffersonLab/deep-pipi-gen",23599330,0,1
"JeffersonLab/DEMPgen",2000846,1,6
"JeffersonLab/DEMPGen-1",32686786,0,0
"JeffersonLab/detuneReport",33969044,0,0
"JeffersonLab/Diracxx",47934189,1,0
"JeffersonLab/dis-reconstruction",24956367,1,3
"JeffersonLab/disruptor",68940484,0,0
"JeffersonLab/Disruptor-cpp",3120552,0,0
"JeffersonLab/distillation-for-all",23859842,0,0
"JeffersonLab/dma_memalloc",157331979,0,0
"JeffersonLab/docker-cvmfs",127603815,0,0
"JeffersonLab/docker-g4beamline",131421802,0,0
"JeffersonLab/docker-geant4",131422120,0,0
"JeffersonLab/docker-os-examples",101875194,1,0
"JeffersonLab/docker-xrootd",101604132,0,0
"JeffersonLab/drand48",80076725,0,0
"JeffersonLab/dtm",1385352,3,0
"JeffersonLab/duality",151894305,0,0
"JeffersonLab/dvcsgen",33974393,0,2
"JeffersonLab/e08014-paper",182818592,1,0
"JeffersonLab/ecp_fom_clover_analysis",13117653,0,0
"JeffersonLab/edm",161511275,0,0
"JeffersonLab/EFADC-Java",104368946,0,0
"JeffersonLab/eic-bochka",73425892,0,0
"JeffersonLab/EIC-Compton-Generator",159827396,0,0
"JeffersonLab/eic_compton_analysis",163385546,0,0
"JeffersonLab/eic_dirc_daq",5180991,0,0
"JeffersonLab/EIC_mesonMC",19960919,0,1
"JeffersonLab/ejfat_alice",24982853,0,0
"JeffersonLab/ElectronCooling",12797302,1,1
"JeffersonLab/elog",22389191,0,0
"JeffersonLab/elog-repository",62390111,0,0
"JeffersonLab/elog-scratch",128550082,0,0
"JeffersonLab/eloglib-php",23162784,0,0
"JeffersonLab/emu",615913,1,0
"JeffersonLab/engine",248211725,2,12
"JeffersonLab/ensbc",71981984,0,0
"JeffersonLab/ensem",80076950,0,0
"JeffersonLab/epas",43792319,1,0
"JeffersonLab/epas-repository",12884936,0,0
"JeffersonLab/epics2kafka",20056518,0,0
"JeffersonLab/epics2pulsar",101858373,0,0
"JeffersonLab/epics2web",15987995,16,5
"JeffersonLab/epsci-containers",1310300,0,0
"JeffersonLab/epsci-spack",15737017,0,2
"JeffersonLab/ersap-actor",2426468,0,0
"JeffersonLab/ersap-coda",35918864,0,0
"JeffersonLab/ersap-cpp",49931689,0,0
"JeffersonLab/ersap-demo",61796342,0,0
"JeffersonLab/ersap-ejfat",20636514,0,0
"JeffersonLab/ersap-grpc",175992,0,1
"JeffersonLab/ersap-jana",13876657,1,2
"JeffersonLab/ersap-java",13836475,0,0
"JeffersonLab/ersap-sampa",24203374,0,0
"JeffersonLab/ersap-tridas",43731530,0,0
"JeffersonLab/ersap-vtp",37744216,0,0
"JeffersonLab/et",3112699,0,2
"JeffersonLab/EVe_HallC",176949349,1,12
"JeffersonLab/evgen_bggen",13013299,1,0
"JeffersonLab/evgen_inclusive",35076617,0,0
"JeffersonLab/evgen_inclusive_e",35256206,0,2
"JeffersonLab/evio",13392952,1,2
"JeffersonLab/evio2hex",17527202,0,0
"JeffersonLab/evioBlockParser",38308961,2,0
"JeffersonLab/EvioTool",25478942,2,1
"JeffersonLab/Example-Regression-Codes",156979329,0,2
"JeffersonLab/exclurad",44209333,1,2
"JeffersonLab/F2c",101412783,1,1
"JeffersonLab/fa125",27463060,1,0
"JeffersonLab/FastPulser",224634565,0,0
"JeffersonLab/fe_data_exploration",22980959,0,0
"JeffersonLab/fe_diaggui",47250626,1,1
"JeffersonLab/fe_mya_getter",27221090,0,0
"JeffersonLab/fe_v1495pulser",178511543,1,0
"JeffersonLab/fe_vetroc",179183770,1,1
"JeffersonLab/field17",138137431,0,3
"JeffersonLab/fipc",119833892,0,0
"JeffersonLab/FIT_PARAM_READER",105149993,0,0
"JeffersonLab/g4-validation",944207,0,0
"JeffersonLab/g4sbs",1820462,3,18
"JeffersonLab/gauge_reader",183338902,0,2
"JeffersonLab/gdml",162683056,1,1
"JeffersonLab/gdmlview",10460286,2,2
"JeffersonLab/GemcDetectorsGenova",7889214,0,1
"JeffersonLab/GemcSourceGenova",10386123,0,0
"JeffersonLab/GEN-replay",24430360,0,1
"JeffersonLab/GetSIDIS",37769310,1,0
"JeffersonLab/git_test",52074161,0,2
"JeffersonLab/gluex_analysis_FE",113178129,0,0
"JeffersonLab/gluex_docker_devel",13943623,1,0
"JeffersonLab/gluex_docker_prod",42056065,0,1
"JeffersonLab/gluex_install",14097176,2,2
"JeffersonLab/gluex_MCwrapper",964936,1,2
"JeffersonLab/gluex_root_analysis",5957763,6,9
"JeffersonLab/gluex_simulations",181665944,0,0
"JeffersonLab/gluex_workshops",26791799,6,4
"JeffersonLab/gradle-cat",15345957,0,0
"JeffersonLab/GRAPE",87877536,0,0
"JeffersonLab/grapes",3195672,2,16
"JeffersonLab/graphical-alarm-client",17533244,0,0
"JeffersonLab/Hall-B-SIDIS",88707908,0,0
"JeffersonLab/Hall-C-Trigger-Setup",177392143,0,0
"JeffersonLab/HallA-APEX-Offline",44487123,0,3
"JeffersonLab/HallA-APEX-Online",52190192,1,10
"JeffersonLab/HallA-MLU",138769936,1,1
"JeffersonLab/HallA-Online-Argon",199071700,0,0
"JeffersonLab/HallA-Online-Tritium",129177057,0,33
"JeffersonLab/halla-osp",8555737,1,4
"JeffersonLab/HallA-Parity-DAQ",126493668,2,0
"JeffersonLab/halla-xem-analysis",169953061,1,2
"JeffersonLab/HallAC-Workshop2017",158954741,0,0
"JeffersonLab/HallAC-Workshop2018",158591168,0,4
"JeffersonLab/hallac_evio",123734013,0,1
"JeffersonLab/HallADVCS",145940941,0,1
"JeffersonLab/halla_compmon",50522187,0,1
"JeffersonLab/HallA_Compton",147583172,0,0
"JeffersonLab/HallA_ComptonG4",147645473,2,2
"JeffersonLab/halla_compton_rol",106746008,1,0
"JeffersonLab/halla_molana",10876163,0,1
"JeffersonLab/halla_molpol_sim",4572427,2,5
"JeffersonLab/halla_online_beam_check",56995930,0,0
"JeffersonLab/hallb-osp",283025420,0,0
