name	creation_timestamp	last_push_timestamp	time_between_creation_and_last_push	time_since_creation	time_since_last_push	stargazers_count	watch_count	subscriber_count	open_issues	fork	forks_count	network_count	contributors	contributions	cont_per_0	cont_per_1	cont_per_2	cont_per_3	cont_per_4	cont_per_5	cont_per_6	cont_per_7	cont_per_8	cont_per_9
JeffersonLab/ARIEL	1600651155	1632183731	31532576	88095042	56562466	1	0	0	0	0	2	2	1	204	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/axis	1408807733	1610600670	201792937	279938464	78145527	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/b1_rates	1398798290	1398797818	-472	289947907	289948379	0	0	0	0	1	0	1	1	56	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/bam	1609976930	1687442867	77465937	78769267	1303330	1	0	0	6	0	0	0	1	270	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/bbCommOptics	1647968848	1669839869	21871021	40777349	18906328	0	0	0	0	1	1	2	2	7	0.86	0.14	0	0	0	0	0	0	0	0
JeffersonLab/bCNU	1616008354	1687983743	71975389	72737843	762454	0	0	0	0	0	2	2	1	7	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/bdx-mutest	1485974109	1486984410	1010301	202772088	201761787	0	0	0	0	0	0	0	2	11	0.64	0.36	0	0	0	0	0	0	0	0
JeffersonLab/BDXEventGenerator	1410968613	1554099561	143130948	277777584	134646636	0	0	0	0	0	0	0	1	97	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/BDXminiCalibScripts	1559042900	1585650586	26607686	129703297	103095611	0	0	0	0	0	0	0	1	19	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/bdxReco	1450386081	1651234963	200848882	238360116	37511234	0	0	0	1	0	4	4	5	690	0.91	0.05	0.03	0.01	0.01	0	0	0	0	0
JeffersonLab/BiasVariance	1508421112	1544437517	36016405	180325085	144308680	0	0	0	0	0	0	0	2	8	0.62	0.38	0	0	0	0	0	0	0	0
JeffersonLab/BigTMD	1539389069	1589763369	50374300	149357128	98982828	1	0	0	0	0	3	3	2	27	0.81	0.19	0	0	0	0	0	0	0	0
JeffersonLab/bokeh-plot-lhapdf	1550082880	1550083185	305	138663317	138663012	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/bootstrap_hdanalysis	1494013367	1494422588	409221	194732830	194323609	0	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/bootstrap_logbooks	1479410009	1560258614	80848605	209336188	128487583	0	0	0	0	0	0	0	1	8	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/btm	1674152164	1687965805	13813641	14594033	780392	0	0	0	1	0	0	0	1	159	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/BubbleEx	1400710140	1404967807	4257667	288036057	283778390	1	0	0	0	0	4	4	2	62	0.9	0.1	0	0	0	0	0	0	0	0
JeffersonLab/build_scripts	1439483974	1671406139	231922165	249262223	17340058	3	0	0	4	0	2	2	8	1276	0.94	0.04	0.01	0.01	0.0	0.0	0.0	0.0	0	0
JeffersonLab/bump-hunter	1465838423	1576263271	110424848	222907774	112482926	0	0	0	1	0	3	3	1	26	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/caen1720	1618861705	1672272261	53410556	69884492	16473936	2	0	0	0	0	0	0	1	12	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/caen1725	1668874440	1675278137	6403697	19871757	13468060	2	0	0	0	0	0	0	1	48	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/calendar	1678371205	1686576611	8205406	10374992	2169586	1	0	0	0	0	0	0	1	60	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/caos	1675689141	1680521728	4832587	13057056	8224469	0	0	0	0	0	0	0	1	9	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ccdb	1427738411	1670827037	243088626	261007786	17919160	8	0	0	59	0	11	11	7	458	0.73	0.22	0.02	0.01	0.01	0.01	0.0	0	0	0
JeffersonLab/ccdb-rcdb-java	1575535395	1655765002	80229607	113210802	32981195	0	0	0	2	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/cclog	1473164932	1479932752	6767820	215581265	208813445	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/CDet_HVS	1485375506	1485378257	2751	203370691	203367940	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
JeffersonLab/CDet_scint_decode	1485376940	1485980238	603298	203369257	202765959	0	0	0	0	0	2	2	1	10	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/cebaf-graph-db	1671724587	1688158475	16433888	17021610	587722	0	0	0	0	0	0	0	1	22	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ced2graph	1637265201	1687961403	50696202	51480996	784794	1	0	0	3	0	0	0	1	142	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ceddb	1540237726	1540240284	2558	148508471	148505913	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ceInstall	1423489244	1687961823	264472579	265256953	784374	4	0	0	0	0	8	8	7	575	0.96	0.02	0.01	0.0	0.0	0.0	0.0	0	0	0
JeffersonLab/CERMon	1659907364	1660598815	691451	28838833	28147382	1	0	0	0	0	0	0	1	7	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/cg-dwf	1378487348	1477849788	99362440	310258849	210896409	1	0	0	0	0	0	0	2	5	0.8	0.2	0	0	0	0	0	0	0	0
JeffersonLab/chroma	1376418039	1687850021	311431982	312328158	896176	53	0	0	8	0	44	44	13	430	0.74	0.12	0.06	0.02	0.02	0.01	0.01	0.01	0.0	0.0
JeffersonLab/chroma_utils	1409595252	1496764687	87169435	279150945	191981510	0	0	0	0	0	2	2	1	4	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/Clara-bootstrap	1470800520	1473362049	2561529	217945677	215384148	0	0	0	1	0	0	0	1	73	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clara-cpp	1470670741	1657647934	186977193	218075456	31098263	0	0	0	0	0	1	1	2	172	0.96	0.04	0	0	0	0	0	0	0	0
JeffersonLab/clara-dc-engine	1511211665	1511214345	2680	177534532	177531852	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clara-demo	1501512433	1635454883	133942450	187233764	53291314	0	0	0	1	0	1	1	1	58	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clara-docs	1464383291	1653658168	189274877	224362906	35088029	0	0	0	0	0	0	0	3	364	0.45	0.37	0.18	0	0	0	0	0	0	0
JeffersonLab/clara-java	1444148849	1687872493	243723644	244597348	873704	1	0	0	1	0	3	3	5	1605	0.69	0.3	0.01	0.0	0.0	0	0	0	0	0
JeffersonLab/clara-python	1455556735	1550164086	94607351	233189462	138582111	0	0	0	4	0	0	0	3	260	0.95	0.04	0.02	0	0	0	0	0	0	0
JeffersonLab/clara-rest	1445546234	1480448952	34902718	243199963	208297245	0	0	0	1	0	0	0	2	306	0.98	0.02	0	0	0	0	0	0	0	0
JeffersonLab/clara-tests	1456339040	1618944278	162605238	232407157	69801919	0	0	0	0	0	0	0	4	303	0.98	0.01	0.0	0.0	0	0	0	0	0	0
JeffersonLab/claraol-ui	1455595831	1462762898	7167067	233150366	225983299	0	0	0	2	0	0	0	1	11	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas-geometry	1399561559	1399405037	-156522	289184638	289341160	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas-io	1399561598	1399404720	-156878	289184599	289341477	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12-analysis	1529419091	1629230330	99811239	159327106	59515867	1	0	0	0	0	3	3	5	84	0.48	0.3	0.19	0.02	0.01	0	0	0	0	0
JeffersonLab/clas12-beamspot	1631920548	1660173502	28252954	56825649	28572695	1	0	0	0	0	0	0	2	35	0.8	0.2	0	0	0	0	0	0	0	0
JeffersonLab/clas12-ccdb	1434130132	1434135817	5685	254616065	254610380	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12-clon	1438978369	1591735870	152757501	249767828	97010327	0	0	0	0	0	2	2	4	100	0.66	0.15	0.13	0.06	0	0	0	0	0	0
JeffersonLab/clas12-cmag	1590169951	1663882787	73712836	98576246	24863410	0	0	0	0	0	1	1	2	17	0.88	0.12	0	0	0	0	0	0	0	0
JeffersonLab/clas12-coda	1377882250	1581368250	203486000	310863947	107377947	0	0	0	0	0	2	2	5	65	0.51	0.28	0.09	0.09	0.03	0	0	0	0	0
JeffersonLab/clas12-css	1439901673	1447778259	7876586	248844524	240967938	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12-efficiency	1652213032	1666720387	14507355	36533165	22025810	0	0	0	0	0	1	1	2	20	0.55	0.45	0	0	0	0	0	0	0	0
JeffersonLab/clas12-epics	1437753485	1684760025	247006540	250992712	3986172	5	0	0	0	0	8	8	8	6102	0.78	0.21	0.01	0.0	0.0	0.0	0.0	0.0	0	0
JeffersonLab/clas12-field-mapping	1590084180	1621384072	31299892	98662017	67362125	0	0	0	0	0	1	1	2	6	0.83	0.17	0	0	0	0	0	0	0	0
JeffersonLab/clas12-manuals	1480533293	1680287287	199753994	208212904	8458910	0	0	0	1	0	5	5	14	222	0.24	0.23	0.22	0.12	0.06	0.04	0.03	0.02	0.01	0.01
JeffersonLab/clas12-mcgen	1571261700	1687477793	116216093	117484497	1268404	2	0	0	3	0	5	5	6	219	0.55	0.41	0.02	0.01	0.01	0.0	0	0	0	0
JeffersonLab/clas12-offline-software	1489517174	1684414479	194897305	199229023	4331718	10	0	0	3	0	73	73	40	3417	0.26	0.24	0.12	0.09	0.07	0.05	0.04	0.03	0.03	0.01
JeffersonLab/clas12-online	1438978632	1563458284	124479652	249767565	125287913	1	0	0	0	0	0	0	3	93	0.97	0.02	0.01	0	0	0	0	0	0	0
JeffersonLab/clas12-parms	1377883538	1563457997	185574459	310862659	125288200	0	0	0	0	0	0	0	2	23	0.83	0.17	0	0	0	0	0	0	0	0
JeffersonLab/clas12-swif	1518728220	1518728329	109	170017977	170017868	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12-tdr07	1457121582	1458247937	1126355	231624615	230498260	0	0	0	0	0	1	1	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12-timeline	1614291867	1688401111	74109244	74454330	345086	0	0	0	11	0	7	7	6	322	0.7	0.16	0.1	0.03	0.01	0.0	0	0	0	0
JeffersonLab/clas12-trigger	1480349778	1656103443	175753665	208396419	32642754	0	0	0	0	0	0	0	2	89	0.99	0.01	0	0	0	0	0	0	0	0
JeffersonLab/clas12-utilities	1598278006	1687715043	89437037	90468191	1031154	0	0	0	0	0	3	3	1	232	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12-validation	1531352249	1536063242	4710993	157393948	152682955	0	0	0	0	0	1	1	2	26	0.73	0.27	0	0	0	0	0	0	0	0
JeffersonLab/clas12alignment	1593096990	1683139172	90042182	95649207	5607025	2	0	0	3	0	3	3	4	122	0.83	0.09	0.06	0.02	0	0	0	0	0	0
JeffersonLab/clas12calibration-cnd	1503591677	1591704339	88112662	185154520	97041858	0	0	0	0	0	4	4	4	86	0.72	0.17	0.07	0.03	0	0	0	0	0	0
JeffersonLab/clas12calibration-dc	1575576872	1647481834	71904962	113169325	41264363	0	0	0	0	0	6	6	2	51	0.98	0.02	0	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-ecal	1621109366	1621109367	1	67636831	67636830	0	0	0	0	0	1	1	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-ft	1503591800	1665327784	161735984	185154397	23418413	1	0	0	1	0	5	5	4	116	0.58	0.2	0.15	0.08	0	0	0	0	0	0
JeffersonLab/clas12calibration-htcc	1503591714	1688335264	184743550	185154483	410933	0	0	0	0	0	1	1	2	68	0.99	0.01	0	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-ltcc	1503591757	1687802245	184210488	185154440	943952	0	0	0	0	0	1	1	3	94	0.93	0.06	0.01	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-rf	1523626059	1637605696	113979637	165120138	51140501	0	0	0	0	0	0	0	1	32	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-rich	1503591854	1638153704	134561850	185154343	50592493	0	0	0	0	0	3	3	1	27	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-svt	1503591483	1506542420	2950937	185154714	182203777	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12calibration-tof	1503591631	1675987976	172396345	185154566	12758221	2	0	0	0	0	5	5	3	85	0.75	0.2	0.05	0	0	0	0	0	0	0
JeffersonLab/clas12dc	1503591395	1559334653	55743258	185154802	129411544	0	0	0	0	0	1	1	1	50	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12Nim	1533760424	1601990517	68230093	154985773	86755680	0	0	0	1	0	12	12	22	1736	0.3	0.28	0.07	0.07	0.06	0.04	0.03	0.02	0.02	0.02
JeffersonLab/clas12polarizedtargets	1602680302	1608312448	5632146	86065895	80433749	0	0	0	0	0	1	1	2	28	0.93	0.07	0	0	0	0	0	0	0	0
JeffersonLab/clas12root	1566341045	1678180482	111839437	122405152	10565715	2	0	0	0	0	9	9	6	376	0.8	0.09	0.09	0.01	0.01	0.0	0	0	0	0
JeffersonLab/clas12soft	1591026795	1591205771	178976	97719402	97540426	0	0	0	0	0	1	1	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clas12_geometry	1398696361	1438874955	40178594	290049836	249871242	0	0	0	5	1	0	1	2	30	0.73	0.27	0	0	0	0	0	0	0	0
JeffersonLab/clas12_monitoring	1548859004	1665449010	116590006	139887193	23297187	0	0	0	4	0	8	8	7	127	0.74	0.11	0.04	0.04	0.03	0.03	0.01	0	0	0
JeffersonLab/clasclara-engine	1509630079	1511291631	1661552	179116118	177454566	0	0	0	0	0	2	2	1	18	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clasdis	1540907148	1627371886	86464738	147839049	61374311	0	0	0	2	0	3	3	3	49	0.96	0.02	0.02	0	0	0	0	0	0	0
JeffersonLab/clasdoc-g12-procedures	1416952634	1487858752	70906118	271793563	200887445	1	0	0	0	0	1	1	6	138	0.8	0.13	0.02	0.02	0.01	0.01	0	0	0	0
JeffersonLab/claspyth	1556050773	1616609932	60559159	132695424	72136265	0	0	0	1	0	1	1	2	38	0.95	0.05	0	0	0	0	0	0	0	0
JeffersonLab/clasqaDB	1589216604	1684959432	95742828	99529593	3786765	0	0	0	9	0	2	2	1	103	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/clasrec-io	1454429588	1653335843	198906255	234316609	35410354	1	0	0	1	0	1	1	4	116	0.86	0.11	0.02	0.01	0	0	0	0	0	0
JeffersonLab/clasrec-orchestrators	1454958448	1494894429	39935981	233787749	193851768	0	0	0	2	0	0	0	2	222	0.91	0.09	0	0	0	0	0	0	0	0
JeffersonLab/cMb	1454509014	1604096414	149587400	234237183	84649783	0	0	0	0	0	0	0	1	16	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/cMsg	1473368378	1646233464	172865086	215377819	42512733	0	0	0	0	0	0	0	2	4894	1.0	0.0	0	0	0	0	0	0	0	0
JeffersonLab/cnm	1674152281	1674152317	36	14593916	14593880	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/coat-java	1477671261	1478029817	358556	211074936	210716380	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/coatjava	1684342546	1688503847	4161301	4403651	242350	0	0	0	47	0	0	0	40	3428	0.26	0.24	0.12	0.09	0.07	0.05	0.04	0.03	0.03	0.01
JeffersonLab/coda_scripts	1598922216	1654955203	56032987	89823981	33790994	1	0	0	0	1	1	2	2	71	0.99	0.01	0	0	0	0	0	0	0	0
JeffersonLab/comptonfit	1528922649	1531490472	2567823	159823548	157255725	0	0	0	0	1	0	1	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/cool	1518818149	1519929130	1110981	169928048	168817067	0	0	0	0	0	0	0	1	7	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/cpp_wilson_dslash	1378487270	1633968136	255480866	310258927	54778061	1	0	0	2	0	3	3	4	17	0.71	0.12	0.12	0.06	0	0	0	0	0	0
JeffersonLab/crex-optics-replay	1606704088	1607358121	654033	82042109	81388076	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
JeffersonLab/CT12GeV	1512685035	1587487613	74802578	176061162	101258584	0	0	0	1	0	3	3	4	90	0.69	0.18	0.1	0.03	0	0	0	0	0	0
JeffersonLab/cvmfs-singularity-sync	1650297484	1650231291	-66193	38448713	38514906	0	0	0	0	1	0	134	100	806	0.45	0.12	0.07	0.03	0.03	0.02	0.02	0.02	0.01	0.01
JeffersonLab/d2n_analyzer	1445033712	1445033765	53	243712485	243712432	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/d2n_bigbite	1445033279	1461877381	16844102	243712918	226868816	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/dataDecode	1487608548	1646165334	158556786	201137649	42580863	1	0	0	0	0	2	2	1	48	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/data_monitoring	1584545273	1674082028	89536755	104200924	14664169	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JeffersonLab/deep-pipi-gen	1660757421	1665152211	4394790	27988776	23593986	0	0	0	0	0	1	1	3	55	0.95	0.04	0.02	0	0	0	0	0	0	0
JeffersonLab/DEMPgen	1646675547	1686750695	40075148	42070650	1995502	1	0	0	0	0	6	6	2	115	0.57	0.43	0	0	0	0	0	0	0	0
JeffersonLab/DEMPGen-1	1670595401	1656064755	-14530646	18150796	32681442	0	0	0	0	1	0	6	2	67	0.55	0.45	0	0	0	0	0	0	0	0
JeffersonLab/detuneReport	1654781489	1654782497	1008	33964708	33963700	0	0	0	2	0	0	0	1	40	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/Diracxx	1521636916	1640817352	119180436	167109281	47928845	1	0	0	1	1	0	3	2	94	0.86	0.14	0	0	0	0	0	0	0	0
JeffersonLab/dis-reconstruction	1586273997	1663795174	77521177	102472200	24951023	1	0	0	0	0	3	3	2	101	0.99	0.01	0	0	0	0	0	0	0	0
JeffersonLab/disruptor	1619469973	1619811057	341084	69276224	68935140	0	0	0	0	1	0	3800	47	1135	0.41	0.31	0.1	0.03	0.02	0.01	0.01	0.01	0.01	0.01
JeffersonLab/Disruptor-cpp	1614722134	1685630989	70908855	74024063	3115208	0	0	0	0	1	0	91	7	103	0.58	0.23	0.12	0.03	0.02	0.01	0.01	0	0	0
JeffersonLab/distillation-for-all	1657544676	1664891699	7347023	31201521	23854498	0	0	0	0	0	0	0	1	30	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/dma_memalloc	1531329941	1531419562	89621	157416256	157326635	0	0	0	0	1	0	1	2	5	0.8	0.2	0	0	0	0	0	0	0	0
JeffersonLab/docker-cvmfs	1561059904	1561147726	87822	127686293	127598471	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/docker-g4beamline	1555507695	1557329739	1822044	133238502	131416458	0	0	0	1	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/docker-geant4	1557165421	1557329421	164000	131580776	131416776	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/docker-os-examples	1503424021	1586876347	83452326	185322176	101869850	1	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/docker-xrootd	1561146665	1587147409	26000744	127599532	101598788	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/drand48	1506702143	1608674816	101972673	182044054	80071381	0	0	0	1	0	0	0	1	11	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/dtm	1635166779	1687366189	52199410	53579418	1380008	3	0	0	3	0	0	0	1	157	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/duality	1536853078	1536857236	4158	151893119	151888961	0	0	0	2	0	0	0	1	7	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/dvcsgen	1541539929	1654777148	113237219	147206268	33969049	0	0	0	2	0	2	2	3	51	0.65	0.33	0.02	0	0	0	0	0	0	0
JeffersonLab/e08014-paper	1425069249	1505932949	80863700	263676948	182813248	1	0	0	0	0	0	0	2	22	0.91	0.09	0	0	0	0	0	0	0	0
JeffersonLab/ecp_fom_clover_analysis	1522351458	1675633888	153282430	166394739	13112309	0	0	0	0	0	0	0	2	26	0.77	0.23	0	0	0	0	0	0	0	0
JeffersonLab/edm	1551405754	1527240266	-24165488	137340443	161505931	0	0	0	0	1	0	11	3	16	0.81	0.12	0.06	0	0	0	0	0	0	0
JeffersonLab/EFADC-Java	1464115584	1584382595	120267011	224630613	104363602	0	0	0	0	0	0	0	2	5	0.6	0.4	0	0	0	0	0	0	0	0
JeffersonLab/eic-bochka	1615323799	1615325649	1850	73422398	73420548	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/EIC-Compton-Generator	1528922266	1528924145	1879	159823931	159822052	0	0	0	0	1	0	1	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/eic_compton_analysis	1528922292	1525365995	-3556297	159823905	163380202	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JeffersonLab/eic_dirc_daq	1683569673	1683570550	877	5176524	5175647	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/EIC_mesonMC	1568304437	1668790622	100486185	120441760	19955575	0	0	0	0	0	1	1	1	180	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ejfat_alice	1663768605	1663768688	83	24977592	24977509	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ElectronCooling	1414503627	1675954239	261450612	274242570	12791958	1	0	0	0	0	1	1	1	107	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/elog	1471529225	1666362350	194833125	217216972	22383847	0	0	0	0	0	0	0	1	31	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/elog-repository	1620329276	1626361430	6032154	68416921	62384767	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/elog-scratch	1555508931	1560201459	4692528	133237266	128544738	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/eloglib-php	1504272421	1665588757	161316336	184473776	23157440	0	0	0	0	0	0	0	1	22	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/emu	1484683396	1688135628	203452232	204062801	610569	1	0	0	0	0	0	0	3	2310	0.98	0.02	0.0	0	0	0	0	0	0	0
JeffersonLab/engine	1381501996	1440539816	59037820	307244201	248206381	2	0	0	1	0	12	12	1	7	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ensbc	1408807214	1616769557	207962343	279938983	71976640	0	0	0	0	0	0	0	2	6	0.83	0.17	0	0	0	0	0	0	0	0
JeffersonLab/ensem	1496630740	1608674591	112043851	192115457	80071606	0	0	0	0	0	0	0	1	25	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epas	1617900096	1644959222	27059126	70846101	43786975	1	0	0	1	0	0	0	1	50	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epas-repository	1622046584	1675866605	53820021	66699613	12879592	0	0	0	0	0	0	0	1	20	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epics2kafka	1583928436	1668695023	84766587	104817761	20051174	0	0	0	3	0	0	0	1	511	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epics2pulsar	1581975009	1586893168	4918159	106771188	101853029	0	0	0	0	0	0	0	1	44	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epics2web	1486133801	1672763546	186629745	202612396	15982651	16	0	0	3	0	5	5	1	282	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epsci-containers	1608557267	1687441241	78883974	80188930	1304956	0	0	0	0	0	0	0	1	18	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/epsci-spack	1610454556	1673014524	62559968	78291641	15731673	0	0	0	0	0	2	2	3	52	0.96	0.02	0.02	0	0	0	0	0	0	0
JeffersonLab/ersap-actor	1676487648	1686325073	9837425	12258549	2421124	0	0	0	0	0	0	0	1	141	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-coda	1651084527	1652832677	1748150	37661670	35913520	0	0	0	0	0	0	0	1	251	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-cpp	1625836800	1638819852	12983052	62909397	49926345	0	0	0	0	0	0	0	1	17	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-demo	1626440655	1626955199	514544	62305542	61790998	0	0	0	0	0	0	0	1	43	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-ejfat	1642109291	1668115027	26005736	46636906	20631170	0	0	0	0	0	0	0	2	301	0.88	0.12	0	0	0	0	0	0	0	0
JeffersonLab/ersap-grpc	1684866256	1688575549	3709293	3879941	170648	0	0	0	0	0	1	1	1	34	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-jana	1611959218	1674874884	62915666	76786979	13871313	1	0	0	1	0	2	2	2	89	0.7	0.3	0	0	0	0	0	0	0	0
JeffersonLab/ersap-java	1617985421	1674915066	56929645	70760776	13831131	0	0	0	0	0	0	0	1	34	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-sampa	1664216581	1664548167	331586	24529616	24198030	0	0	0	0	0	0	0	1	76	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-tridas	1643515591	1645020011	1504420	45230606	43726186	0	0	0	0	0	0	0	1	107	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/ersap-vtp	1604453351	1651007325	46553974	84292846	37738872	0	0	0	0	0	0	0	2	976	0.83	0.17	0	0	0	0	0	0	0	0
JeffersonLab/et	1473702061	1685638842	211936781	215044136	3107355	0	0	0	1	0	2	2	3	1189	0.99	0.01	0.0	0	0	0	0	0	0	0
JeffersonLab/EVe_HallC	1410537182	1511802192	101265010	278209015	176944005	1	0	0	3	0	12	12	4	140	0.49	0.44	0.06	0.01	0	0	0	0	0	0
JeffersonLab/evgen_bggen	1604342328	1675738242	71395914	84403869	13007955	1	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
JeffersonLab/evgen_inclusive	1587748814	1653674924	65926110	100997383	35071273	0	0	0	0	0	0	0	2	77	0.66	0.34	0	0	0	0	0	0	0	0
JeffersonLab/evgen_inclusive_e	1587749691	1653495335	65745644	100996506	35250862	0	0	0	0	0	2	2	3	60	0.7	0.2	0.1	0	0	0	0	0	0	0
JeffersonLab/evio	1473707861	1675358589	201650728	215038336	13387608	1	0	0	0	0	2	2	8	2038	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
JeffersonLab/evio2hex	1474660677	1671224339	196563662	214085520	17521858	0	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
